Geneid	Chr	Start	End	Strand	Length	data/BAM_sorted/A-B-1_sorted.bam	data/BAM_sorted/A-B-2_sorted.bam	data/BAM_sorted/A-F-1_sorted.bam	data/BAM_sorted/A-F-2_sorted.bam	data/BAM_sorted/A-R-1_sorted.bam	data/BAM_sorted/A-R-2_sorted.bam	data/BAM_sorted/M-B-1_sorted.bam	data/BAM_sorted/M-B-2_sorted.bam	data/BAM_sorted/M-F-1_sorted.bam	data/BAM_sorted/M-F-2_sorted.bam	data/BAM_sorted/M-R-1_sorted.bam	data/BAM_sorted/M-R-2_sorted.bam	data/BAM_sorted/P-1_sorted.bam	data/BAM_sorted/P-2_sorted.bam
BW25113_RS01055	NZ_CP009273.1	228440	229033	+	594	258	371	220	293	221	297	244	240	275	315	166	259	472	498
BW25113_RS01060	NZ_CP009273.1	229087	230442	-	1356	2054	2708	1744	2435	2480	3174	692	510	630	1000	607	682	2013	2088
BW25113_RS01065	NZ_CP009273.1	230517	231269	-	753	286	398	259	317	305	396	655	697	703	837	613	1041	569	602
BW25113_RS01070	NZ_CP009273.1	231303	232022	+	720	356	415	299	428	367	335	387	338	380	482	326	418	511	556
BW25113_RS01075	NZ_CP009273.1	232025	232489	-	465	375	490	311	401	311	436	313	242	285	376	217	227	425	389
BW25113_RS01080	NZ_CP009273.1	232554	233282	+	729	637	920	503	762	575	775	486	445	431	812	362	468	1070	999
BW25113_RS01090	NZ_CP009273.1	233822	234604	+	783	108	128	120	177	115	134	56	38	48	82	47	27	91	80
BW25113_RS01095	NZ_CP009273.1	234747	235223	-	477	17	12	20	15	21	11	3	5	9	6	6	6	11	8
BW25113_RS01100	NZ_CP009273.1	235236	235589	-	354	7	13	8	6	8	5	3	5	8	4	3	6	5	7
BW25113_RS25420	NZ_CP009273.1	235587	235862	+	276	12	25	16	21	22	18	16	22	17	34	7	24	30	31
BW25113_RS01110	NZ_CP009273.1	235909	236676	-	768	266	386	263	317	219	361	492	393	390	671	362	548	585	555
BW25113_RS01115	NZ_CP009273.1	236857	237300	+	444	215	348	199	303	204	285	344	393	369	574	313	447	760	728
BW25113_RS01120	NZ_CP009273.1	237349	239790	-	2442	137	157	97	187	116	154	181	168	173	271	143	227	763	722
BW25113_RS01125	NZ_CP009273.1	240030	240605	+	576	2494	3606	2147	3087	2511	3442	3088	2753	2839	4315	2944	3919	4084	3638
BW25113_RS01130	NZ_CP009273.1	240814	241578	+	765	1164	1628	978	1401	1169	1377	1135	1024	1049	1452	1015	1341	1474	1480
BW25113_RS01135	NZ_CP009273.1	241555	242292	-	738	1963	2852	1804	2278	1899	2457	1178	875	1076	1261	766	972	3194	3025
BW25113_RS01140	NZ_CP009273.1	242451	242726	-	276	172	184	143	170	149	144	123	100	109	115	76	113	249	252
BW25113_RS01145	NZ_CP009273.1	242732	242989	-	258	248	378	219	260	245	297	197	178	191	204	186	241	472	407
BW25113_RS01150	NZ_CP009273.1	243199	243945	+	747	30	30	23	41	26	37	32	18	17	52	22	34	46	58
BW25113_RS01155	NZ_CP009273.1	244124	244618	+	495	59	83	53	68	52	68	274	213	238	259	206	301	143	114
BW25113_RS01160	NZ_CP009273.1	244848	246557	-	1710	52	94	52	60	48	70	131	103	114	210	95	152	146	130
BW25113_RS01165	NZ_CP009273.1	246529	247311	+	783	16	26	24	38	18	24	24	17	13	38	22	20	42	33
BW25113_RS01170	NZ_CP009273.1	247385	248437	+	1053	255	412	232	313	232	332	288	271	299	442	237	322	505	469
BW25113_RS01175	NZ_CP009273.1	248492	248782	+	291	86	95	45	89	75	118	81	76	63	98	65	94	165	157
BW25113_RS01180	NZ_CP009273.1	248788	249183	+	396	69	61	53	62	50	89	32	46	46	28	35	49	105	93
BW25113_RS01185	NZ_CP009273.1	249196	249645	+	450	33	70	42	40	39	46	32	19	20	19	14	22	79	67
BW25113_RS01190	NZ_CP009273.1	249966	250169	+	204	2	1	4	2	0	7	4	2	1	2	0	2	5	0
BW25113_RS01195	NZ_CP009273.1	250168	250686	+	519	46	80	45	68	52	58	42	36	40	33	26	32	65	56
BW25113_RS01200	NZ_CP009273.1	250749	252203	-	1455	10305	14911	8930	11700	10211	13677	14575	12494	13343	23651	13022	19839	14372	13565
BW25113_RS01205	NZ_CP009273.1	252464	252919	+	456	2331	3769	2136	3021	2354	3287	524	361	490	871	440	223	2262	2029
BW25113_RS01210	NZ_CP009273.1	253014	254255	+	1242	1443	2153	1167	1847	1358	1781	1352	1243	1215	2380	1130	1607	1893	1870
BW25113_RS01215	NZ_CP009273.1	254316	254714	+	399	91	148	64	141	96	132	177	162	171	238	187	188	240	224
BW25113_RS01220	NZ_CP009273.1	254759	255811	-	1053	16	37	17	21	20	26	25	22	16	30	14	19	43	35
BW25113_RS01225	NZ_CP009273.1	256099	257199	+	1101	3697	5806	3153	4524	3408	5068	2880	2268	2594	4647	2364	2987	4886	4849
BW25113_RS01230	NZ_CP009273.1	257214	258464	+	1251	3414	5563	2963	4312	3152	4863	2660	2165	2437	4476	2447	2854	4602	4389
BW25113_RS01240	NZ_CP009273.1	259042	259380	-	339	180	301	177	245	169	225	95	67	105	148	70	53	144	172
BW25113_RS01245	NZ_CP009273.1	259404	259718	-	315	143	194	116	190	119	153	62	66	44	168	44	46	112	122
BW25113_RS23240	NZ_CP009273.1	259740	259958	-	219	26	41	19	23	19	35	13	14	8	23	6	9	11	21
BW25113_RS01250	NZ_CP009273.1	259970	260443	-	474	64	77	62	68	54	70	34	32	29	92	44	29	48	35
BW25113_RS01255	NZ_CP009273.1	260462	260917	-	456	271	389	221	293	263	327	209	176	223	377	180	213	302	266
BW25113_RS01260	NZ_CP009273.1	261018	261254	-	237	127	185	124	145	120	149	83	90	76	174	78	68	139	169
BW25113_RS01265	NZ_CP009273.1	261334	261798	-	465	104	147	111	144	121	138	127	130	111	216	115	156	817	780
BW25113_RS25425	NZ_CP009273.1	261824	262264	-	441	29	53	27	50	33	46	51	29	47	56	16	40	35	27
BW25113_RS25430	NZ_CP009273.1	262267	262440	-	174	10	19	4	9	5	9	15	0	12	10	9	6	15	8
BW25113_RS25435	NZ_CP009273.1	262490	262678	-	189	9	15	9	8	6	18	4	9	10	12	5	7	13	7
BW25113_RS01280	NZ_CP009273.1	262898	263716	-	819	81	128	70	92	80	85	70	96	89	146	61	83	159	134
BW25113_RS01285	NZ_CP009273.1	263811	264671	-	861	167	226	120	185	120	161	234	189	188	320	148	198	289	335
BW25113_RS01290	NZ_CP009273.1	265003	265893	-	891	201	345	202	270	228	255	164	162	168	253	101	155	306	280
BW25113_RS01295	NZ_CP009273.1	265989	266243	+	255	35	60	38	33	51	51	63	36	50	47	39	57	60	64
BW25113_RS01300	NZ_CP009273.1	266314	267462	+	1149	417	554	423	504	431	550	432	383	441	491	365	494	536	551
BW25113_RS01305	NZ_CP009273.1	267475	267897	+	423	282	341	211	284	239	324	215	193	217	298	164	252	340	414
BW25113_RS01320	NZ_CP009273.1	268573	269661	+	1089	320	438	243	358	291	341	246	174	212	365	156	236	456	435
BW25113_RS01325	NZ_CP009273.1	269815	270792	-	978	959	1348	904	1229	884	1358	1464	1324	1294	2325	1399	1986	1613	1418
BW25113_RS01330	NZ_CP009273.1	271036	272436	+	1401	69	71	45	77	57	69	71	88	65	110	38	72	130	112
BW25113_RS01335	NZ_CP009273.1	272426	273355	+	930	199	235	136	214	124	234	1521	985	1304	2328	1220	1691	601	554
BW25113_RS01340	NZ_CP009273.1	273470	274513	-	1044	54	72	39	56	43	66	72	51	61	84	68	76	49	63
BW25113_RS01345	NZ_CP009273.1	274528	274872	-	345	29	36	29	36	20	31	18	12	16	15	12	11	16	15
BW25113_RS01350	NZ_CP009273.1;NZ_CP009273.1	274892;275337	275337;275586	-;-	695	364	457	279	406	298	401	237	235	222	318	158	200	355	403
BW25113_RS23265	NZ_CP009273.1	275642	275812	+	171	49	83	47	74	61	54	55	44	54	83	42	41	74	64
BW25113_RS01360	NZ_CP009273.1	275828	276073	-	246	159	187	135	179	130	184	143	166	163	251	116	140	189	199
BW25113_RS01365	NZ_CP009273.1	276099	276446	-	348	77	110	69	107	61	91	105	97	107	171	109	117	142	130
BW25113_RS26050	NZ_CP009273.1	276463	276525	-	63	1	1	0	0	1	0	0	0	0	0	0	0	1	0
BW25113_RS01370	NZ_CP009273.1	276543	277694	-	1152	6	10	6	9	4	10	11	8	5	18	8	9	15	14
BW25113_RS01375	NZ_CP009273.1	277989	278894	+	906	77	105	50	112	49	93	971	617	965	1076	848	1750	813	716
BW25113_RS01380	NZ_CP009273.1	278912	280876	+	1965	100	331	54	292	49	246	1202	360	954	734	816	2722	1586	1662
BW25113_RS01385	NZ_CP009273.1	281106	282485	+	1380	26	51	27	42	20	40	81	42	78	100	42	134	92	104
BW25113_RS01390	NZ_CP009273.1	282500	284107	+	1608	80	152	60	119	46	102	130	51	111	151	76	186	190	233
BW25113_RS01395	NZ_CP009273.1	284118	284873	-	756	422	742	317	563	267	545	467	252	363	578	396	441	807	768
BW25113_RS01400	NZ_CP009273.1	285015	286016	-	1002	98	178	79	152	85	116	132	99	89	169	87	216	343	348
BW25113_RS26055	NZ_CP009273.1	285989	286081	-	93	2	1	3	0	0	2	1	0	0	0	0	1	2	5
BW25113_RS23270	NZ_CP009273.1	286140	286340	+	201	24	56	57	40	38	53	58	30	34	44	27	29	65	48
BW25113_RS01405	NZ_CP009273.1;NZ_CP009273.1	286363;286808	286808;287057	-;-	695	365	441	251	425	310	400	256	218	220	405	171	188	412	405
BW25113_RS01410	NZ_CP009273.1	287211	287939	+	729	44	99	32	81	53	70	121	130	106	159	91	150	129	117
BW25113_RS01415	NZ_CP009273.1	288036	288659	-	624	30	50	34	36	32	32	42	52	54	63	22	42	85	75
BW25113_RS01420	NZ_CP009273.1	288934	289629	-	696	30	27	16	21	25	30	19	19	17	27	14	20	34	28
BW25113_RS01425	NZ_CP009273.1	289659	290510	-	852	14	13	11	19	14	15	14	6	11	12	5	7	14	17
BW25113_RS01430	NZ_CP009273.1	290632	290853	-	222	20	24	15	10	8	7	23	22	20	15	6	10	14	17
BW25113_RS01435	NZ_CP009273.1	290853	291290	-	438	378	534	351	428	300	356	822	781	759	763	410	455	778	745
BW25113_RS01440	NZ_CP009273.1	291410	292807	-	1398	444	603	334	533	560	602	366	357	404	458	369	474	799	722
BW25113_RS01450	NZ_CP009273.1	293095	293430	-	336	45	78	35	57	45	49	56	41	42	56	36	45	78	66
BW25113_RS01455	NZ_CP009273.1	293484	294437	-	954	47	81	41	70	49	56	53	36	49	82	45	55	88	84
BW25113_RS01460	NZ_CP009273.1	294450	296645	-	2196	87	108	56	88	51	95	100	72	109	164	54	106	127	157
BW25113_RS01465	NZ_CP009273.1	296645	297598	-	954	43	33	26	39	15	31	25	22	17	38	37	33	49	52
BW25113_RS01470	NZ_CP009273.1	297598	298284	-	687	12	23	13	5	10	12	11	10	8	25	4	6	37	48
BW25113_RS01475	NZ_CP009273.1	298702	299313	+	612	1453	1830	1241	1487	1386	1698	2509	2082	1977	2627	1898	2960	3107	2898
BW25113_RS01480	NZ_CP009273.1	299567	299893	-	327	50	73	37	56	37	70	57	30	40	44	54	57	140	105
BW25113_RS01485	NZ_CP009273.1	300209	300916	-	708	53	96	47	72	67	74	76	56	59	139	53	64	130	100
BW25113_RS01490	NZ_CP009273.1	300888	302528	-	1641	120	192	116	166	109	128	152	138	139	201	119	149	258	261
BW25113_RS01495	NZ_CP009273.1	302521	305043	-	2523	93	172	89	106	107	112	106	117	86	178	84	125	153	172
BW25113_RS01500	NZ_CP009273.1	305072	305737	-	666	17	20	17	16	25	30	14	13	22	27	11	9	24	20
BW25113_RS01505	NZ_CP009273.1	305798	306382	-	585	57	68	47	69	58	59	50	41	45	78	34	47	71	76
BW25113_RS01510	NZ_CP009273.1	306460	306999	-	540	4	9	4	1	5	4	3	1	2	3	2	1	5	1
BW25113_RS01515	NZ_CP009273.1	307823	308047	+	225	11	8	11	8	8	10	11	9	6	6	5	6	10	12
BW25113_RS01520	NZ_CP009273.1	308088	308225	-	138	1	1	1	2	2	4	0	3	1	1	0	0	4	2
BW25113_RS01525	NZ_CP009273.1	308228	308488	-	261	15	6	8	10	17	6	20	18	19	21	14	15	38	47
BW25113_RS01530	NZ_CP009273.1	308855	308953	-	99	1	4	1	3	2	3	81	69	81	62	76	160	67	44
BW25113_RS26060	NZ_CP009273.1	309430	309516	-	87	1	4	1	8	1	3	2	3	4	0	0	1	1	0
BW25113_RS01535	NZ_CP009273.1	310068	310940	+	873	6	5	4	4	3	3	1	2	3	4	0	1	5	7
BW25113_RS01545	NZ_CP009273.1;NZ_CP009273.1	311002;311263	311263;312161	+;+	1160	214	354	206	316	240	289	304	294	261	417	212	347	507	451
BW25113_RS01550	NZ_CP009273.1	312197	312847	-	651	34	43	23	44	33	39	38	36	26	40	21	47	82	77
BW25113_RS25445	NZ_CP009273.1	313150	313275	+	126	0	1	3	0	1	1	0	2	2	0	0	0	4	6
BW25113_RS01555	NZ_CP009273.1	313440	314030	-	591	11	7	4	4	9	5	4	2	4	3	11	5	8	6
BW25113_RS01560	NZ_CP009273.1	314045	314278	-	234	2	2	0	2	2	0	1	0	0	5	3	2	2	4
BW25113_RS01565	NZ_CP009273.1	314390	315712	-	1323	8	11	16	12	4	18	21	35	18	20	12	43	59	58
BW25113_RS01570	NZ_CP009273.1	315938	316789	+	852	16	24	15	29	14	23	53	51	72	63	44	74	70	68
BW25113_RS01575	NZ_CP009273.1	317319	318035	+	717	23	39	23	39	40	42	532	494	430	530	334	930	506	464
BW25113_RS01580	NZ_CP009273.1	318049	319473	+	1425	118	140	117	141	131	184	1033	1142	980	1469	749	2298	1473	1237
BW25113_RS01585	NZ_CP009273.1	319469	320161	+	693	52	90	78	104	56	86	316	389	338	383	222	777	689	618
BW25113_RS01595	NZ_CP009273.1	320410	321075	-	666	3	8	0	4	4	4	9	8	11	7	3	14	33	20
BW25113_RS01600	NZ_CP009273.1	321291	322958	-	1668	86	125	61	108	50	76	119	102	93	220	87	147	219	220
BW25113_RS01605	NZ_CP009273.1	322975	324444	-	1470	128	158	82	106	75	76	198	121	168	341	153	254	341	337
BW25113_RS01610	NZ_CP009273.1	324461	325045	-	585	32	70	35	33	24	27	74	68	71	131	87	94	143	89
BW25113_RS01615	NZ_CP009273.1	325174	327204	+	2031	61	79	36	67	50	68	101	71	97	227	89	106	141	140
BW25113_RS25450	NZ_CP009273.1	327513	327584	+	72	0	0	2	0	0	0	0	1	0	1	0	0	0	0
BW25113_RS01625	NZ_CP009273.1	328082	329167	+	1086	172	210	117	161	151	159	66	48	59	79	46	51	421	380
BW25113_RS01630	NZ_CP009273.1	329215	330144	-	930	104	137	93	102	123	139	451	374	388	527	363	441	199	188
BW25113_RS01635	NZ_CP009273.1	330239	330733	-	495	4	8	5	7	5	4	90	85	99	127	68	98	45	36
BW25113_RS01640	NZ_CP009273.1	330991	331593	+	603	20	15	16	10	18	22	186	173	196	121	113	178	110	84
BW25113_RS01645	NZ_CP009273.1	331636	332496	+	861	8	9	4	5	1	12	47	57	56	67	36	77	21	19
BW25113_RS01650	NZ_CP009273.1	332489	334033	+	1545	31	37	17	37	24	32	70	54	73	71	40	96	43	50
BW25113_RS01655	NZ_CP009273.1	334036	335451	+	1416	31	66	22	41	38	37	38	40	51	67	35	84	94	88
BW25113_RS01660	NZ_CP009273.1	335504	335797	+	294	8	4	11	9	5	4	10	11	5	17	10	11	16	26
BW25113_RS01665	NZ_CP009273.1	335876	336823	+	948	16	24	22	32	23	22	23	24	34	55	21	54	50	56
BW25113_RS01670	NZ_CP009273.1	336836	338215	+	1380	345	566	284	350	318	400	410	429	453	818	397	542	671	644
BW25113_RS26065	NZ_CP009273.1	338434	338505	+	72	25	40	22	41	22	37	22	22	12	26	12	18	45	58
BW25113_RS01675	NZ_CP009273.1	338595	339641	+	1047	226	345	170	215	157	245	307	355	260	515	206	317	1106	942
BW25113_RS01680	NZ_CP009273.1	339887	340699	+	813	0	3	1	2	6	3	5	2	1	3	3	1	6	7
BW25113_RS01685	NZ_CP009273.1	341115	341357	+	243	101	123	89	110	85	97	90	64	62	70	60	63	99	100
BW25113_RS01690	NZ_CP009273.1	341380	342048	-	669	54	69	46	77	55	46	1040	959	966	1627	729	1290	560	447
BW25113_RS01695	NZ_CP009273.1	342195	342467	+	273	43	44	32	32	30	32	118	152	120	123	95	128	489	437
BW25113_RS01700	NZ_CP009273.1	342571	344154	-	1584	30	43	16	17	26	23	42	38	26	65	26	40	46	47
BW25113_RS01705	NZ_CP009273.1	344393	345280	+	888	39	32	14	20	20	22	29	18	31	40	27	24	22	17
BW25113_RS01710	NZ_CP009273.1	345723	346889	+	1167	27	29	13	22	19	24	9	14	22	33	13	23	16	21
BW25113_RS01715	NZ_CP009273.1	346926	348374	+	1449	25	43	16	29	37	37	19	21	23	36	21	29	24	39
BW25113_RS01720	NZ_CP009273.1	348417	350300	+	1884	48	73	41	52	42	58	43	52	50	103	49	45	86	65
BW25113_RS01725	NZ_CP009273.1	350633	351889	+	1257	218	359	193	328	263	298	100	88	96	172	101	114	248	254
BW25113_RS01730	NZ_CP009273.1	351882	353162	+	1281	807	1177	757	1012	789	1046	761	660	690	1298	694	922	1029	1027
BW25113_RS01735	NZ_CP009273.1	353505	354401	-	897	142	226	122	174	153	193	139	119	105	224	113	105	189	195
BW25113_RS01740	NZ_CP009273.1	354510	355166	+	657	51	106	58	75	57	60	50	38	49	116	52	47	84	85
BW25113_RS01745	NZ_CP009273.1	355200	355667	+	468	49	63	50	50	36	64	46	45	50	69	40	68	49	52
BW25113_RS01750	NZ_CP009273.1	355703	356854	+	1152	66	94	50	81	48	93	60	34	63	108	47	64	156	163
BW25113_RS01755	NZ_CP009273.1	356963	357571	-	609	5	7	9	8	4	15	1	12	9	7	1	5	1339	1278
BW25113_RS01760	NZ_CP009273.1	357640	358890	-	1251	12	14	10	12	6	6	18	100	9	12	6	12	2802	2257
BW25113_RS01765	NZ_CP009273.1	358945	360069	-	1125	17	18	6	21	10	15	19	145	17	20	13	12	6117	5400
BW25113_RS23320	NZ_CP009273.1	360358	360624	-	267	50	93	41	98	34	88	65	45	81	90	79	91	0	0
BW25113_RS01775	NZ_CP009273.1	360664	361743	-	1080	670	959	592	797	593	783	694	635	694	1028	552	733	975	926
BW25113_RS01780	NZ_CP009273.1	361823	362653	-	831	12	14	11	17	17	15	143	148	154	153	120	276	126	118
BW25113_RS01785	NZ_CP009273.1	362844	364505	+	1662	6	8	6	13	5	17	16	24	14	27	12	30	19	18
BW25113_RS01790	NZ_CP009273.1	364510	365451	+	942	9	9	5	3	7	4	8	3	8	10	6	9	28	21
BW25113_RS01795	NZ_CP009273.1	365472	365990	+	519	17	18	7	10	7	11	10	9	11	15	10	22	21	23
BW25113_RS01800	NZ_CP009273.1	366055	367203	+	1149	332	452	302	375	359	386	379	310	371	456	328	436	257	283
BW25113_RS01805	NZ_CP009273.1	367214	367558	+	345	262	413	209	316	264	341	265	227	238	416	201	281	12	11
BW25113_RS01810	NZ_CP009273.1	367571	368377	+	807	484	724	396	586	465	510	378	381	386	597	307	455	36	39
BW25113_RS01815	NZ_CP009273.1	368377	369324	+	948	377	575	352	492	392	493	315	275	340	507	280	378	65	63
BW25113_RS01820	NZ_CP009273.1	369324	370334	+	1011	509	803	418	668	463	568	494	365	430	819	394	521	85	82
BW25113_RS01825	NZ_CP009273.1	370915	372123	+	1209	125	212	110	155	113	149	81	88	74	135	72	96	84	95
BW25113_RS01830	NZ_CP009273.1	372228	372764	+	537	656	889	495	768	608	851	785	671	642	1165	625	881	940	957
BW25113_RS01835	NZ_CP009273.1	372994	373824	-	831	762	1398	642	1201	841	1149	473	481	509	771	438	464	603	590
BW25113_RS01840	NZ_CP009273.1	373921	375027	-	1107	1724	3400	1615	2845	2090	3036	1763	1548	1543	3153	1660	1838	2394	2191
BW25113_RS01845	NZ_CP009273.1	375065	375337	-	273	527	1041	524	891	614	887	500	506	470	982	471	469	759	706
BW25113_RS01850	NZ_CP009273.1	375528	376298	-	771	11	26	11	20	19	16	32	21	19	34	19	21	58	72
BW25113_RS01855	NZ_CP009273.1	376303	376743	-	441	5	4	3	2	3	0	3	4	1	2	0	6	13	2
BW25113_RS01870	NZ_CP009273.1;NZ_CP009273.1	376807;377122	377122;378032	+;+	1226	271	471	254	352	292	366	362	334	372	566	312	415	556	561
BW25113_RS23340	NZ_CP009273.1	378047	378307	-	261	1	2	1	3	1	3	0	3	1	0	2	5	8	6
BW25113_RS01875	NZ_CP009273.1	378198	379391	-	1194	19	23	18	35	73	75	14	8	14	12	12	21	60	46
BW25113_RS01880	NZ_CP009273.1	379404	380072	-	669	6	4	8	7	6	3	3	3	2	3	2	2	10	9
BW25113_RS01885	NZ_CP009273.1	380688	381647	+	960	8	24	9	8	7	7	4	5	15	17	16	9	21	12
BW25113_RS01890	NZ_CP009273.1	381663	382427	+	765	7	22	13	11	6	19	13	8	12	13	9	15	30	25
BW25113_RS01895	NZ_CP009273.1	382427	383251	+	825	7	17	13	15	8	6	17	9	16	19	12	14	33	17
BW25113_RS01900	NZ_CP009273.1	383251	384099	+	849	64	82	65	61	51	39	53	52	51	84	38	50	71	59
BW25113_RS01905	NZ_CP009273.1	384212	385183	-	972	1950	2830	1663	2314	1937	2593	1916	1633	1645	3087	1725	1926	2848	2724
BW25113_RS01915	NZ_CP009273.1	385707	387230	+	1524	130	206	115	202	180	231	120	109	107	130	100	129	326	287
BW25113_RS01920	NZ_CP009273.1;NZ_CP009273.1	387198;388096	388096;388357	-;-	1160	248	379	228	310	242	302	323	291	279	466	234	312	500	506
BW25113_RS01930	NZ_CP009273.1	388429	389871	+	1443	142	182	106	166	108	138	148	125	171	218	104	167	231	224
BW25113_RS01935	NZ_CP009273.1	389962	390582	+	621	12	31	11	20	22	27	31	17	25	14	13	36	26	26
BW25113_RS01940	NZ_CP009273.1	390589	391743	-	1155	771	1220	701	965	709	908	1661	1055	1481	2236	1276	1155	1760	1579
BW25113_RS01950	NZ_CP009273.1	392095	393312	+	1218	322	525	306	429	231	398	160	149	176	256	122	169	642	602
BW25113_RS01955	NZ_CP009273.1	393328	394419	+	1092	489	709	435	557	416	620	353	338	337	618	278	362	883	865
BW25113_RS01960	NZ_CP009273.1	394484	394789	-	306	33	25	35	37	36	33	24	29	34	24	32	21	60	67
BW25113_RS25465	NZ_CP009273.1	395049	395258	+	210	31	74	29	58	48	73	513	442	429	492	412	462	173	187
BW25113_RS01970	NZ_CP009273.1	395288	396379	-	1092	3678	5864	3188	4582	3043	4306	4399	3993	3985	7765	3573	4373	4256	4006
BW25113_RS25915	NZ_CP009273.1	396457	396657	+	201	1	3	4	3	1	1	1	5	3	2	5	5	4	6
BW25113_RS01980	NZ_CP009273.1	396842	397099	+	258	10	9	6	4	3	6	15	13	16	16	4	11	34	28
BW25113_RS01985	NZ_CP009273.1	397203	398615	+	1413	68	108	73	101	66	88	90	83	79	143	54	88	229	181
BW25113_RS01990	NZ_CP009273.1	398737	399054	+	318	62	87	49	49	50	46	76	70	63	78	63	72	157	176
BW25113_RS01995	NZ_CP009273.1	399159	400271	+	1113	74	134	69	80	43	87	63	55	66	85	49	52	122	77
BW25113_RS02000	NZ_CP009273.1	400294	401100	-	807	1224	1722	1056	1336	1124	1473	1381	1106	1200	1933	1226	1496	1791	1641
BW25113_RS02005	NZ_CP009273.1	401220	401675	+	456	637	912	515	722	573	765	584	525	564	755	463	546	1026	1030
BW25113_RS02010	NZ_CP009273.1	401861	402382	+	522	863	1100	755	1028	693	987	471	348	426	623	308	382	971	1082
BW25113_RS02015	NZ_CP009273.1	402435	402623	+	189	260	338	227	271	263	277	119	122	112	119	92	105	295	340
BW25113_RS02025	NZ_CP009273.1	402884	403558	+	675	243	335	221	355	203	284	108	97	109	158	87	80	276	307
BW25113_RS02030	NZ_CP009273.1	403633	403914	+	282	423	512	292	345	390	484	639	511	490	747	455	760	763	785
BW25113_RS02035	NZ_CP009273.1	404065	404403	+	339	43	75	63	74	57	72	36	23	22	27	18	22	80	89
BW25113_RS25470	NZ_CP009273.1	404403	404483	+	81	19	13	7	11	9	17	8	0	1	4	3	3	14	13
BW25113_RS02040	NZ_CP009273.1	404567	405475	-	909	1468	2101	1158	1612	1252	1711	881	694	895	2056	932	717	1614	1561
BW25113_RS02045	NZ_CP009273.1	405600	406505	+	906	417	505	569	763	678	819	886	796	870	1422	898	1121	687	599
BW25113_RS02050	NZ_CP009273.1	406756	407937	-	1182	4073	5227	8816	12543	12345	15846	141	119	169	177	138	189	271	247
BW25113_RS02055	NZ_CP009273.1	408066	411209	-	3144	1200	1502	877	1283	1064	1314	922	783	813	1725	833	836	1210	1222
BW25113_RS02060	NZ_CP009273.1	411209	412408	-	1200	727	1024	590	805	669	893	593	500	532	978	551	512	917	923
BW25113_RS02065	NZ_CP009273.1	412598	413284	+	687	162	228	109	151	133	205	216	210	224	377	210	221	391	393
BW25113_RS02070	NZ_CP009273.1	413345	414637	+	1293	178	234	128	210	169	178	158	138	170	239	126	160	377	371
BW25113_RS02075	NZ_CP009273.1	415047	416363	+	1317	1173	1707	980	1450	1091	1483	564	504	540	1218	426	536	1330	1112
BW25113_RS02080	NZ_CP009273.1	416442	417812	+	1371	1737	2632	1548	2347	1645	2349	614	570	728	1234	503	568	1592	1584
BW25113_RS02085	NZ_CP009273.1	417971	419785	+	1815	293	448	322	396	309	430	957	563	891	794	534	1372	3554	3396
BW25113_RS02090	NZ_CP009273.1	419796	420374	-	579	185	222	130	201	171	190	156	141	155	237	141	210	440	428
BW25113_RS02095	NZ_CP009273.1	420467	421534	+	1068	2779	3739	2393	3258	2392	3130	870	670	798	1569	557	498	2278	2220
BW25113_RS02100	NZ_CP009273.1	421593	422717	+	1125	4534	7042	4235	6552	4669	6160	1603	1381	1654	3103	1464	1111	3237	2934
BW25113_RS02105	NZ_CP009273.1	422743	423072	+	330	5958	7939	5430	7471	5674	7869	5154	4022	4620	7502	4910	4948	5543	5721
BW25113_RS02110	NZ_CP009273.1	423103	424947	+	1845	9021	14312	8440	12558	9260	12862	6243	4983	5962	10567	5361	5490	8277	8049
BW25113_RS02115	NZ_CP009273.1	424961	425929	+	969	4851	7700	4529	7148	4786	7097	3420	2810	3167	5825	3098	2806	4140	4205
BW25113_RS02120	NZ_CP009273.1	426061	426405	+	345	418	589	438	567	511	650	483	355	419	507	355	422	745	743
BW25113_RS02130	NZ_CP009273.1	426588	427469	-	882	3713	7069	4006	6479	4540	7551	38701	35479	34344	46955	30167	44049	10845	9652
BW25113_RS02135	NZ_CP009273.1	427771	428307	-	537	46	64	45	72	57	72	81	73	72	136	68	103	111	66
BW25113_RS02140	NZ_CP009273.1	428458	428904	+	447	945	1604	938	1289	938	1242	770	807	739	1125	709	895	1759	1666
BW25113_RS02145	NZ_CP009273.1	428911	430011	+	1101	2171	3392	1883	2598	1981	2593	1950	1609	1734	3149	1535	2076	3495	3383
BW25113_RS02150	NZ_CP009273.1	430103	430570	+	468	3573	5134	3120	4441	3445	4677	2559	2099	2280	4453	2229	2807	4230	3976
BW25113_RS02155	NZ_CP009273.1	430593	431009	+	417	3287	5169	2827	4435	3286	4525	2273	2008	2100	5381	2034	2493	4046	3897
BW25113_RS02160	NZ_CP009273.1	431090	432064	+	975	1782	2482	1628	2083	1717	2002	1037	856	922	1801	763	985	2252	2178
BW25113_RS02165	NZ_CP009273.1	432045	432560	+	516	950	1423	779	1271	857	1234	1018	905	947	1646	777	1077	1712	1584
BW25113_RS02170	NZ_CP009273.1	432620	433591	-	972	583	854	515	743	546	671	1979	1718	1756	2899	1462	2378	1645	1609
